datetime,open,high,low,close,volume,spread
2026-07-08 13:26:00+00:00,4051.34,4051.9,4049.91,4050.27,375,6
2026-07-08 13:27:00+00:00,4050.26,4050.85,4049.58,4049.69,328,6
2026-07-08 13:28:00+00:00,4049.66,4050.79,4049.04,4050.17,395,5
2026-07-08 13:29:00+00:00,4050.16,4051.32,4049.35,4050.85,306,5
2026-07-08 13:30:00+00:00,4050.83,4052.54,4050.27,4050.84,414,6
2026-07-08 13:31:00+00:00,4050.81,4054.53,4050.11,4054.21,437,6
2026-07-08 13:32:00+00:00,4054.22,4055.16,4053.47,4054.47,438,6
2026-07-08 13:33:00+00:00,4054.46,4056.47,4054.4,4055.19,353,3
2026-07-08 13:34:00+00:00,4055.2,4055.35,4053.83,4054.94,387,6
2026-07-08 13:35:00+00:00,4054.93,4056.34,4053.66,4056.08,363,0
2026-07-08 13:36:00+00:00,4056.09,4056.87,4053.61,4054.01,424,6
2026-07-08 13:37:00+00:00,4053.98,4054.74,4052.28,4053.11,475,0
2026-07-08 13:38:00+00:00,4053.12,4053.64,4051.99,4052.85,349,6
2026-07-08 13:39:00+00:00,4052.84,4055.45,4052.27,4055.26,396,1
2026-07-08 13:40:00+00:00,4055.21,4055.81,4053.1,4053.44,291,6
2026-07-08 13:41:00+00:00,4053.46,4055.17,4053.17,4055.17,291,6
2026-07-08 13:42:00+00:00,4055.16,4057.46,4055.0,4056.96,453,0
2026-07-08 13:43:00+00:00,4056.99,4058.58,4056.6,4057.82,379,5
2026-07-08 13:44:00+00:00,4057.82,4057.93,4056.18,4057.32,344,6
2026-07-08 13:45:00+00:00,4057.33,4057.89,4055.92,4056.67,384,6
2026-07-08 13:46:00+00:00,4056.69,4057.9,4055.67,4057.08,446,6
2026-07-08 13:47:00+00:00,4057.11,4058.28,4056.15,4057.77,330,6
2026-07-08 13:48:00+00:00,4057.77,4058.59,4056.41,4056.41,344,6
2026-07-08 13:49:00+00:00,4056.41,4056.41,4054.02,4055.66,348,5
2026-07-08 13:50:00+00:00,4055.65,4057.5,4054.96,4055.18,363,5
2026-07-08 13:51:00+00:00,4055.18,4055.93,4053.15,4053.91,376,5
2026-07-08 13:52:00+00:00,4053.89,4054.19,4052.96,4053.9,307,5
2026-07-08 13:53:00+00:00,4053.88,4055.74,4053.51,4055.52,300,5
2026-07-08 13:54:00+00:00,4055.5,4056.92,4054.83,4056.61,271,0
2026-07-08 13:55:00+00:00,4056.64,4057.44,4055.48,4055.52,256,6
2026-07-08 13:56:00+00:00,4055.49,4056.33,4054.51,4055.13,279,6
2026-07-08 13:57:00+00:00,4055.15,4055.25,4053.51,4053.87,271,5
2026-07-08 13:58:00+00:00,4053.9,4055.3,4053.9,4054.23,295,6
2026-07-08 13:59:00+00:00,4054.25,4054.51,4052.97,4053.01,245,0
2026-07-08 14:00:00+00:00,4052.99,4054.87,4050.09,4051.01,460,5
2026-07-08 14:01:00+00:00,4050.93,4054.1,4050.93,4053.98,323,0
2026-07-08 14:02:00+00:00,4053.98,4057.22,4053.51,4056.98,358,6
2026-07-08 14:03:00+00:00,4056.98,4056.98,4053.33,4053.34,350,6
2026-07-08 14:04:00+00:00,4053.33,4054.53,4051.75,4054.17,394,6
2026-07-08 14:05:00+00:00,4054.16,4054.89,4052.48,4052.74,260,6
2026-07-08 14:06:00+00:00,4052.75,4054.32,4052.65,4053.49,342,0
2026-07-08 14:07:00+00:00,4053.48,4053.53,4051.59,4051.77,259,0
2026-07-08 14:08:00+00:00,4051.76,4052.7,4049.98,4050.1,332,6
2026-07-08 14:09:00+00:00,4050.11,4050.68,4048.94,4049.72,399,6
2026-07-08 14:10:00+00:00,4049.69,4052.53,4049.43,4050.61,461,6
2026-07-08 14:11:00+00:00,4050.62,4050.62,4048.2,4049.13,372,6
2026-07-08 14:12:00+00:00,4049.1,4051.71,4049.02,4051.66,271,0
2026-07-08 14:13:00+00:00,4051.66,4051.66,4048.84,4049.91,330,6
2026-07-08 14:14:00+00:00,4049.92,4051.21,4049.47,4050.85,264,2
2026-07-08 14:15:00+00:00,4050.84,4053.11,4050.66,4052.47,371,0
2026-07-08 14:16:00+00:00,4052.39,4054.39,4051.55,4053.53,430,1
2026-07-08 14:17:00+00:00,4053.4,4054.59,4052.47,4052.47,363,6
2026-07-08 14:18:00+00:00,4052.39,4053.19,4051.64,4052.53,299,6
2026-07-08 14:19:00+00:00,4052.53,4052.92,4051.64,4052.46,278,6
2026-07-08 14:20:00+00:00,4052.46,4052.47,4050.92,4051.82,357,6
2026-07-08 14:21:00+00:00,4051.86,4054.29,4050.67,4051.81,481,5
2026-07-08 14:22:00+00:00,4051.81,4052.5,4047.9,4048.04,460,5
2026-07-08 14:23:00+00:00,4047.95,4050.94,4047.56,4050.76,407,6
2026-07-08 14:24:00+00:00,4050.75,4050.84,4049.93,4050.4,336,6
2026-07-08 14:25:00+00:00,4050.4,4050.65,4049.53,4050.01,327,6
2026-07-08 14:26:00+00:00,4050.01,4052.06,4049.39,4051.85,419,6
2026-07-08 14:27:00+00:00,4051.86,4052.19,4051.22,4051.22,324,5
2026-07-08 14:28:00+00:00,4051.2,4051.26,4050.29,4050.38,251,6
2026-07-08 14:29:00+00:00,4050.38,4050.98,4049.54,4050.26,270,6
2026-07-08 14:30:00+00:00,4050.18,4050.82,4049.06,4050.74,410,6
2026-07-08 14:31:00+00:00,4050.76,4050.76,4047.91,4048.76,459,0
2026-07-08 14:32:00+00:00,4048.76,4048.85,4045.86,4046.17,362,6
2026-07-08 14:33:00+00:00,4046.24,4048.02,4045.98,4047.21,308,5
2026-07-08 14:34:00+00:00,4047.21,4047.6,4046.11,4047.3,265,5
2026-07-08 14:35:00+00:00,4047.3,4048.17,4046.08,4046.29,379,5
2026-07-08 14:36:00+00:00,4046.3,4046.61,4044.33,4044.49,295,5
2026-07-08 14:37:00+00:00,4044.49,4046.04,4044.45,4045.01,331,5
2026-07-08 14:38:00+00:00,4044.95,4044.95,4041.46,4042.3,463,5
2026-07-08 14:39:00+00:00,4042.31,4043.33,4042.31,4042.69,390,6
2026-07-08 14:40:00+00:00,4042.69,4044.69,4042.4,4044.51,383,6
2026-07-08 14:41:00+00:00,4044.5,4045.38,4043.95,4045.15,355,5
2026-07-08 14:42:00+00:00,4045.2,4045.36,4043.96,4044.59,293,5
2026-07-08 14:43:00+00:00,4044.58,4058.09,4044.57,4058.09,647,6
2026-07-08 14:44:00+00:00,4058.2,4065.73,4057.62,4064.24,852,21
2026-07-08 14:45:00+00:00,4064.17,4069.63,4060.58,4067.57,742,6
2026-07-08 14:46:00+00:00,4067.56,4072.56,4066.78,4069.73,696,6
2026-07-08 14:47:00+00:00,4069.75,4072.47,4068.12,4068.12,709,0
2026-07-08 14:48:00+00:00,4068.1,4072.42,4065.61,4066.89,603,6
2026-07-08 14:49:00+00:00,4066.66,4067.09,4061.98,4062.2,575,6
2026-07-08 14:50:00+00:00,4062.21,4063.03,4059.47,4061.05,613,0
2026-07-08 14:51:00+00:00,4061.06,4061.89,4059.43,4060.23,491,6
2026-07-08 14:52:00+00:00,4060.23,4061.99,4059.74,4060.4,529,0
2026-07-08 14:53:00+00:00,4060.4,4063.05,4060.18,4061.82,527,6
2026-07-08 14:54:00+00:00,4061.82,4064.1,4061.42,4063.02,497,6
2026-07-08 14:55:00+00:00,4063.01,4064.59,4061.56,4062.37,472,6
2026-07-08 14:56:00+00:00,4062.37,4064.8,4061.01,4062.82,528,6
2026-07-08 14:57:00+00:00,4062.83,4062.83,4059.53,4061.53,527,6
2026-07-08 14:58:00+00:00,4061.51,4062.41,4060.91,4062.21,375,0
2026-07-08 14:59:00+00:00,4062.2,4062.75,4060.52,4062.19,308,6
2026-07-08 15:00:00+00:00,4062.18,4064.32,4059.12,4059.49,582,4
2026-07-08 15:01:00+00:00,4059.44,4063.22,4058.75,4062.65,540,6
2026-07-08 15:02:00+00:00,4062.65,4063.77,4061.49,4063.51,489,6
2026-07-08 15:03:00+00:00,4063.51,4066.07,4061.99,4065.23,509,6
2026-07-08 15:04:00+00:00,4065.25,4065.36,4062.56,4064.45,523,6
2026-07-08 15:05:00+00:00,4064.44,4068.93,4063.86,4067.72,610,5
2026-07-08 15:06:00+00:00,4067.73,4068.2,4066.02,4066.42,455,5
2026-07-08 15:07:00+00:00,4066.43,4069.21,4065.49,4067.26,446,6
2026-07-08 15:08:00+00:00,4067.28,4067.88,4064.39,4065.07,501,6
2026-07-08 15:09:00+00:00,4065.06,4069.64,4065.01,4069.3,432,0
2026-07-08 15:10:00+00:00,4069.3,4071.5,4068.65,4070.72,499,0
2026-07-08 15:11:00+00:00,4070.65,4073.33,4070.44,4072.05,506,6
2026-07-08 15:12:00+00:00,4072.04,4072.97,4070.5,4072.55,488,6
2026-07-08 15:13:00+00:00,4072.55,4073.68,4070.71,4071.46,445,5
2026-07-08 15:14:00+00:00,4071.46,4072.8,4069.87,4072.03,489,1
2026-07-08 15:15:00+00:00,4072.06,4072.86,4068.82,4070.46,435,5
2026-07-08 15:16:00+00:00,4070.81,4072.49,4069.08,4069.96,423,6
2026-07-08 15:17:00+00:00,4069.97,4074.59,4069.97,4074.37,432,6
2026-07-08 15:18:00+00:00,4074.35,4076.95,4073.18,4076.43,467,6
2026-07-08 15:19:00+00:00,4076.43,4077.77,4075.17,4075.53,552,6
2026-07-08 15:20:00+00:00,4075.44,4076.94,4071.24,4071.43,581,6
2026-07-08 15:21:00+00:00,4071.39,4072.98,4071.21,4071.86,412,3
2026-07-08 15:22:00+00:00,4072.08,4072.09,4069.19,4069.85,420,6
2026-07-08 15:23:00+00:00,4069.85,4070.77,4068.86,4069.69,369,6
2026-07-08 15:24:00+00:00,4069.68,4069.85,4065.68,4067.38,383,6
2026-07-08 15:25:00+00:00,4067.39,4069.72,4067.28,4069.5,407,6
2026-07-08 15:26:00+00:00,4069.5,4070.73,4067.45,4070.5,415,6
2026-07-08 15:27:00+00:00,4070.5,4071.56,4070.05,4070.96,471,5
2026-07-08 15:28:00+00:00,4070.97,4072.36,4069.37,4069.91,438,5
2026-07-08 15:29:00+00:00,4069.93,4072.23,4069.68,4070.99,481,6
2026-07-08 15:30:00+00:00,4070.97,4074.23,4068.25,4070.27,617,0
2026-07-08 15:31:00+00:00,4070.22,4072.7,4069.86,4072.17,457,6
2026-07-08 15:32:00+00:00,4072.19,4072.22,4068.29,4070.54,410,6
2026-07-08 15:33:00+00:00,4070.54,4071.59,4070.1,4070.75,475,6
2026-07-08 15:34:00+00:00,4070.74,4073.44,4069.77,4073.29,467,6
2026-07-08 15:35:00+00:00,4073.3,4073.3,4068.03,4068.57,566,2
2026-07-08 15:36:00+00:00,4068.56,4071.0,4068.39,4069.37,479,6
2026-07-08 15:37:00+00:00,4069.36,4071.01,4069.05,4069.73,407,6
